省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,SHAP_水温,SHAP_pH,SHAP_溶解氧,SHAP_高锰酸钾,SHAP_氨氮,SHAP_总磷,SHAP_总氮,SHAP_电导率,SHAP_浊度
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/2/17 0:00,Ⅱ,13.08,7.704,7.919,0.48,0.1324,0.0921,1.3141,451.834,2130.447,-0.13076464329590617,-1.1168175984303734,-0.7701968764596829,1.202831261136195,-0.827249466210809,-0.49887923989037136,2.676082035676051,-0.834534961950662,11.343907935937828
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/10 16:00,Ⅲ,31.12,7.55,5.391,4.23,0.2464,0.1476,14.43,417.3,132.1,-0.047215760853723684,-0.20087069652865744,-0.07004475286552975,0.041359683632442,-0.11205523843851592,-0.2206752150907948,13.694968333179872,-0.18357780004964108,-0.2013068365146875
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/9/9 20:00,Ⅲ,27.47,7.676,5.909,0.5,0.0261,0.1033,0.9688,204.095,2288.384,0.15280860382639558,0.35265561312615545,0.44439696666049155,2.6808639668703464,0.5781282722508211,0.6972830878732262,5.317219560471171,0.5980720870327139,13.434386560068427
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/26 8:00,Ⅱ,20.49,8.065,6.946,1.11,0.2312,0.0733,1.49,228.614,2218.954,-0.3742237068036792,-1.481804777063328,-0.3593025301037866,0.9578336453516284,-0.2887127844430185,0.4095113550283705,2.2218300598441147,-0.3289231658687074,9.653066171188351
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/12/28 16:00,Ⅱ,10.39,7.734,10.558,3.25,0.2161,0.0579,2.3889,278.24,2071.373,1.0452452567924488,-0.12034805518718242,0.6618612772710631,-0.29423389285716894,0.15164339619781894,0.9956228688874135,-0.2202788737674577,0.07247975440544138,7.566573764635615
